mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	2/4	1	1	0						𝅘𝅥=108	108.0	𝅘𝅥	108.0	0.0	
1	1	0	0	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	0						
1	1	1/2	1/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	1						
1	1	1	1	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16		1/16	1	2						
1	1	1	1	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	3						
1	1	3/2	3/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	4						
1	1	7/4	7/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	5						
1	1	0	0	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	6						
1	1	1	1	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	7						
1	1	0	0	2.0	0	0	Chord	2/4	2	2	1/2			1/2	1	8						
2	2	2	2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	9						
2	2	9/4	9/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	10						
2	2	5/2	5/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	11						
2	2	11/4	11/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	12						
2	2	3	3	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	13						
2	2	7/2	7/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	14						
2	2	15/4	15/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	15						
2	2	2	2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	16						
2	2	7/2	7/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	17						
3	3	4	4	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	18						
3	3	17/4	17/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	19						
3	3	9/2	9/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	20						
3	3	19/4	19/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	21						
3	3	5	5	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	22						
3	3	21/4	21/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	23						
3	3	11/2	11/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	24						
3	3	23/4	23/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	25						
3	3	4	4	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	26						
3	3	9/2	9/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	27						
3	3	5	5	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	28						
3	3	11/2	11/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	29						
3	3	4	4	2.0	0	0	Chord	2/4	2	2	1/2			1/2	1	30						
4	4	6	6	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	31						
4	4	13/2	13/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	32						
4	4	53/8	53/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	33						
4	4	27/4	27/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	34						
4	4	55/8	55/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	35						
4	4	7	7	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	36						
4	4	6	6	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	37						
4	4	7	7	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	38						
4	4	6	6	1.5	0	0	Chord	2/4	2	2	3/8			1/4	3/2	39						
5	5	8	8	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	40						
5	5	17/2	17/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	41						
5	5	9	9	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16		1/16	1	42						
5	5	9	9	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	43						
5	5	19/2	19/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	44						
5	5	39/4	39/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	45						
5	5	8	8	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	46						
5	5	9	9	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	47						
5	5	8	8	2.0	0	0	Chord	2/4	2	2	1/2			1/2	1	48						
6	6	10	10	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	49						
6	6	41/4	41/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	50						
6	6	21/2	21/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	51						
6	6	43/4	43/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	52						
6	6	11	11	0.75	1/4	1/4	Chord	2/4	1	1	3/16			1/8	3/2	53						
6	6	47/4	47/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	54						
6	6	10	10	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	55						
6	6	23/2	23/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	56						
7	7	12	12	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	57						
7	7	49/4	49/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	58						
7	7	25/2	25/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	59						
7	7	51/4	51/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	60						
7	7	13	13	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	61						
7	7	27/2	27/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	62						
7	7	12	12	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	63						
7	7	13	13	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	64						
7	7	27/2	27/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	65						
8	8	14	14	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	66						
8	8	15	15	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	67						
8	8	14	14	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	68						
8	8	29/2	29/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	69						
8	8	15	15	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	70						
9	9	65/4	65/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	71						
9	9	33/2	33/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	72						
9	9	67/4	67/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	73						
9	9	17	17	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	74						
9	9	69/4	69/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	75						
9	9	35/2	35/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	76						
9	9	71/4	71/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	77						
9	9	16	16	1.5	0	0	Chord	2/4	2	1	3/8			1/4	3/2	78						
9	9	35/2	35/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	79						
10	10	18	18	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	80						
10	10	73/4	73/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	81						
10	10	37/2	37/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	82						
10	10	75/4	75/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	83						
10	10	19	19	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	84						
10	10	77/4	77/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	85						
10	10	39/2	39/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	86						
10	10	79/4	79/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	87						
10	10	18	18	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	88						
10	10	37/2	37/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	89						
10	10	19	19	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	90						
10	10	39/2	39/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	91						
10	10	18	18	0.5	0	0	Chord	2/4	2	2	1/8			1/8	1	92						
10	10	37/2	37/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8			1/8	1	93						
10	10	19	19	0.5	1/4	1/4	Chord	2/4	2	2	1/8			1/8	1	94						
10	10	39/2	39/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8			1/8	1	95						
11	11	81/4	81/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	96						
11	11	41/2	41/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	97						
11	11	83/4	83/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	98						
11	11	21	21	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	99						
11	11	85/4	85/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	100						
11	11	43/2	43/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	101						
11	11	87/4	87/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	102						
11	11	20	20	1.5	0	0	Chord	2/4	2	1	3/8			1/4	3/2	103						
11	11	43/2	43/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	104						
12	12	22	22	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	105						
12	12	89/4	89/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	106						
12	12	45/2	45/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	107						
12	12	91/4	91/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	108						
12	12	23	23	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	109						
12	12	93/4	93/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	110						
12	12	47/2	47/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	111						
12	12	95/4	95/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	112						
12	12	22	22	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	113						
12	12	45/2	45/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	114						
12	12	23	23	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	115						
12	12	47/2	47/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	116						
12	12	22	22	0.5	0	0	Chord	2/4	2	2	1/8			1/8	1	117						
12	12	45/2	45/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8			1/8	1	118						
12	12	23	23	0.5	1/4	1/4	Chord	2/4	2	2	1/8			1/8	1	119						
12	12	47/2	47/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8			1/8	1	120						
13	13	97/4	97/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	121						
13	13	49/2	49/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	122						
13	13	99/4	99/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	123						
13	13	25	25	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	124						
13	13	101/4	101/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	125						
13	13	51/2	51/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	126						
13	13	103/4	103/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	127						
13	13	24	24	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	128						
13	13	25	25	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	129						
14	14	26	26	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	130						
14	14	105/4	105/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	131						
14	14	53/2	53/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	132						
14	14	107/4	107/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	133						
14	14	27	27	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	134						
14	14	109/4	109/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	135						
14	14	55/2	55/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	136						
14	14	111/4	111/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	137						
14	14	26	26	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	138						
14	14	27	27	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	139						
15	15	28	28	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	140						
15	15	113/4	113/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	141						
15	15	57/2	57/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	142						
15	15	115/4	115/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	143						
15	15	29	29	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	144						
15	15	117/4	117/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	145						
15	15	59/2	59/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	146						
15	15	119/4	119/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	147						
15	15	28	28	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	148						
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	149						
16	16	30	30	0.75	0	0	Chord	2/4	1	1	3/16			1/8	3/2	150						
16	16	123/4	123/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	151						
16	16	247/8	247/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	152						
16	16	31	31	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	153						
16	16	63/2	63/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	154						
16	16	30	30	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	155						
16	16	31	31	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	156						
16	16	30	30	1.5	0	0	Chord	2/4	2	2	3/8			1/4	3/2	157						
17	17	32	32	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	158						
17	17	65/2	65/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	159						
17	17	33	33	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16		1/16	1	160						
17	17	33	33	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	161						
17	17	67/2	67/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	162						
17	17	135/4	135/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	163						
17	17	32	32	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	164						
17	17	33	33	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	165						
17	17	32	32	2.0	0	0	Chord	2/4	2	2	1/2			1/2	1	166						
18	18	34	34	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	167						
18	18	137/4	137/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	168						
18	18	69/2	69/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	169						
18	18	139/4	139/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	170						
18	18	35	35	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	171						
18	18	71/2	71/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	172						
18	18	143/4	143/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	173						
18	18	34	34	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	174						
18	18	71/2	71/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	175						
19	19	36	36	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	176						
19	19	145/4	145/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	177						
19	19	73/2	73/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	178						
19	19	147/4	147/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	179						
19	19	37	37	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	180						
19	19	149/4	149/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	181						
19	19	75/2	75/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	182						
19	19	151/4	151/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	183						
19	19	36	36	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	184						
19	19	73/2	73/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	185						
19	19	37	37	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	186						
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	187						
19	19	36	36	2.0	0	0	Chord	2/4	2	2	1/2			1/2	1	188						
20	20	38	38	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	189						
20	20	77/2	77/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	190						
20	20	309/8	309/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	191						
20	20	155/4	155/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	192						
20	20	311/8	311/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	193						
20	20	39	39	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	194						
20	20	38	38	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	195						
20	20	39	39	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	196						
20	20	38	38	1.5	0	0	Chord	2/4	2	2	3/8			1/4	3/2	197						
21	21	40	40	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	198						
21	21	81/2	81/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	199						
21	21	41	41	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16		1/16	1	200						
21	21	41	41	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	201						
21	21	83/2	83/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	202						
21	21	167/4	167/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	203						
21	21	40	40	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	204						
21	21	41	41	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	205						
21	21	40	40	2.0	0	0	Chord	2/4	2	2	1/2			1/2	1	206						
22	22	42	42	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	207						
22	22	169/4	169/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	208						
22	22	85/2	85/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	209						
22	22	171/4	171/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	210						
22	22	43	43	0.75	1/4	1/4	Chord	2/4	1	1	3/16			1/8	3/2	211						
22	22	175/4	175/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	212						
22	22	42	42	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	213						
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	214						
23	23	44	44	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	215						
23	23	177/4	177/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	216						
23	23	89/2	89/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	217						
23	23	179/4	179/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	218						
23	23	45	45	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	219						
23	23	91/2	91/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	220						
23	23	44	44	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	221						
23	23	45	45	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	222						
23	23	91/2	91/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	223						
24	24	46	46	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	224						0
24	24	47	47	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	225						
24	24	95/2	95/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	226						
24	24	46	46	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	227						
24	24	93/2	93/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	228						
24	24	47	47	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	229						
25	25	48	48	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	230						1
25	25	97/2	97/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	231						1
25	25	49	49	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	232						1
25	25	99/2	99/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	233						
25	25	97/2	97/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	234						
25	25	49	49	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	235						
25	25	99/2	99/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	236						
26	26	50	50	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	237						
26	26	101/2	101/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	238						
26	26	51	51	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	239						
26	26	103/2	103/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	240						2
26	26	207/4	207/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	241						
26	26	50	50	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	242						
26	26	101/2	101/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	243						
26	26	51	51	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	244						
27	27	52	52	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	245						
27	27	209/4	209/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	246						
27	27	105/2	105/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	247						
27	27	211/4	211/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	248						
27	27	53	53	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	249						
27	27	213/4	213/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	250						
27	27	107/2	107/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	251						
27	27	215/4	215/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	252						
27	27	107/2	107/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	253						
28	28	54	54	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	254						
28	28	55	55	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	255						
28	28	111/2	111/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	256						
28	28	54	54	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	257						
28	28	55	55	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	258						
28	28	54	54	1.5	0	0	Chord	2/4	2	2	3/8			1/4	3/2	259						
29	29	56	56	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	260						
29	29	57	57	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	261						
