mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1/4	2/4	2	1	Eb.I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
2	1	0	0	2/4	2	1	I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
6	5	0	0	2/4	2	1	V43		Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
6	5	1/4	1/4	2/4	2	1	I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
7	6	0	0	2/4	2	1	V43		Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
7	6	1/4	1/4	2/4	2	1	I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
8	7	0	0	2/4	2	1	IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
8	7	1/4	1/4	2/4	2	1	ii6		Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
8	7	3/8	3/8	2/4	2	1	vii%7/V		Eb	I		vii%7/V		vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
9	8	0	0	2/4	2	1	V(64)		Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
9	8	1/8	1/8	2/4	2	1	V\\		Eb	I		V		V						\\	M	0	0	1, 5, 2		1	1
9	8	1/4	1/4	2/4	2	1	I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
10	9	0	0	2/4	2	1	I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
13	12	1/4	1/4	2/4	2	1	viio/IV		Eb	I		viio/IV		vii	o			IV			o	0	0	4, 1, -2		4	4
14	13	0	0	2/4	2	1	IV(9)		Eb	I		IV(9)		IV			9				M	0	0	-1, 3, 0	1	-1	-1
14	13	1/8	1/8	2/4	2	1	IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
14	13	1/4	1/4	2/4	2	1	V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
15	14	0	0	2/4	2	1	vi(4)		Eb	I		vi(4)		vi			4				m	0	0	3, 2, 4		3	3
15	14	1/8	1/8	2/4	2	1	vi		Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
15	14	1/4	1/4	2/4	2	1	#viio43/ii		Eb	I		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
16	15	0	0	2/4	2	1	ii6		Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
16	15	1/4	1/4	2/4	2	1	V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	16	0	0	2/4	2	1	I\\		Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
17	16	1/4	1/4	2/4	2	1	I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
18	17	0	0	2/4	2	1	IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
18	17	1/4	1/4	2/4	2	1	IV6	vi	Eb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
19	18	0	0	2/4	2	1	I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
19	18	1/4	1/4	2/4	2	1	I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
20	19	0	0	2/4	2	1	IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
20	19	1/4	1/4	2/4	2	1	IV6	vi	Eb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
21	20	0	0	2/4	2	1	I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
21	20	1/4	1/4	2/4	2	1	vi	IV6	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
22	21	0	0	2/4	2	1	IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
22	21	1/4	1/4	2/4	2	1	ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
23	22	0	0	2/4	2	1	V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
23	22	1/4	1/4	2/4	2	1	IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
24	23	0	0	2/4	2	1	ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
24	23	1/4	1/4	2/4	2	1	viio		Eb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
25	24	0	0	2/4	2	1	V[V		Eb	I	V	V		V							M	0	0	1, 5, 2		1	1
27	26	0	0	2/4	2	1	viio43/V]		Eb	I	V	viio43/V		vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
29	28	0	0	2/4	2	1	#viio7/vi		Eb	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
29	28	1/4	1/4	2/4	2	1	vi		Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
30	29	0	0	2/4	2	1	ii65		Eb	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
30	29	1/4	1/4	2/4	2	1	V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
31	30	0	0	2/4	2	1	I[I\\		Eb	I	I	I		I						\\	M	0	0	0, 4, 1		0	0
31	30	3/8	3/8	2/4	2	1	V		Eb	I	I	V		V							M	0	0	1, 5, 2		1	1
32	31	0	0	2/4	2	1	I		Eb	I	I	I		I							M	0	0	0, 4, 1		0	0
32	31	3/8	3/8	2/4	2	1	V		Eb	I	I	V		V							M	0	0	1, 5, 2		1	1
33	32	0	0	2/4	2	1	I		Eb	I	I	I		I							M	0	0	0, 4, 1		0	0
33	32	3/8	3/8	2/4	2	1	V		Eb	I	I	V		V							M	0	0	1, 5, 2		1	1
34	33	0	0	2/4	2	1	I		Eb	I	I	I		I							M	0	0	0, 4, 1		0	0
34	33	3/8	3/8	2/4	2	1	V		Eb	I	I	V		V							M	0	0	1, 5, 2		1	1
35	34	0	0	2/4	2	1	I		Eb	I	I	I		I							M	0	0	0, 4, 1		0	0
35	34	3/8	3/8	2/4	2	1	V		Eb	I	I	V		V							M	0	0	1, 5, 2		1	1
36	35	0	0	2/4	2	1	I		Eb	I	I	I		I							M	0	0	0, 4, 1		0	0
36	35	3/8	3/8	2/4	2	1	V		Eb	I	I	V		V							M	0	0	1, 5, 2		1	1
37	36	0	0	2/4	2	1	I\\		Eb	I	I	I		I						\\	M	0	0	0, 4, 1		0	0
39	37	0	1/4	2/4	2	1	I]		Eb	I	I	I		I							M	0	0	0, 4, 1		0	0
40	38	0	0	2/4	2	1	V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
40	38	1/4	1/4	2/4	2	1	vi7		Eb	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
41	39	0	0	2/4	2	1	V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
41	39	1/4	1/4	2/4	2	1	I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
42	40	0	0	2/4	2	1	V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
42	40	1/4	1/4	2/4	2	1	vi7		Eb	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
43	41	0	0	2/4	2	1	V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
43	41	1/4	1/4	2/4	2	1	V.I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
44	42	0	0	2/4	2	1	V43		Eb	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
44	42	1/4	1/4	2/4	2	1	I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
45	43	0	0	2/4	2	1	V		Eb	V		V		V							M	0	0	1, 5, 2		1	1
45	43	1/4	1/4	2/4	2	1	I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
46	44	0	0	2/4	2	1	V43		Eb	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
46	44	1/4	1/4	2/4	2	1	I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
47	45	0	0	2/4	2	1	V[V		Eb	V	V	V		V							M	0	0	1, 5, 2		1	1
47	45	1/4	1/4	2/4	2	1	viio43/V		Eb	V	V	viio43/V		vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
48	46	0	0	2/4	2	1	V		Eb	V	V	V		V							M	0	0	1, 5, 2		1	1
48	46	1/4	1/4	2/4	2	1	viio43/V		Eb	V	V	viio43/V		vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
49	47	0	0	2/4	2	1	V\\		Eb	V	V	V		V						\\	M	0	0	1, 5, 2		1	1
49	47	1/16	1/16	2/4	2	1	V		Eb	V	V	V		V							M	0	0	1, 5, 2		1	1
53	51	0	0	2/4	2	1	I		Eb	V	V	I		I							M	0	0	0, 4, 1		0	0
54	52	1/4	1/4	2/4	2	1	V7		Eb	V	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
55	53	0	0	2/4	2	1	I		Eb	V	V	I		I							M	0	0	0, 4, 1		0	0
56	54	1/4	1/4	2/4	2	1	V7		Eb	V	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
57	55	0	0	2/4	2	1	I		Eb	V	V	I		I							M	0	0	0, 4, 1		0	0
58	56	1/4	1/4	2/4	2	1	V7		Eb	V	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
59	57	0	0	2/4	2	1	I		Eb	V	V	I		I							M	0	0	0, 4, 1		0	0
60	58	1/4	1/4	2/4	2	1	V7		Eb	V	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
61	59	0	0	2/4	2	1	I		Eb	V	V	I		I							M	0	0	0, 4, 1		0	0
62	60	0	0	2/4	2	1	V7		Eb	V	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
63	61	0	0	2/4	2	1	I		Eb	V	V	I		I							M	0	0	0, 4, 1		0	0
64	62	0	0	2/4	2	1	V7]\\		Eb	V	V	V7		V		7				\\	Mm7	0	0	1, 5, 2, -1		1	1
65	63	0	0	2/4	2	1	I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
66	64	1/4	1/4	2/4	2	1	V+/IV		Eb	V		V+/IV		V	+			IV			+	0	0	0, 4, 8		0	0
67	65	0	0	2/4	2	1	vi		Eb	V		vi		vi							m	0	0	3, 0, 4		3	3
69	67	0	0	2/4	2	1	IV		Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
70	68	1/4	1/4	2/4	2	1	V+/bVII		Eb	V		V+/bVII		V	+			bVII			+	0	0	-1, 3, 7		-1	-1
71	69	0	0	2/4	2	1	ii		Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
71	69	1/4	1/4	2/4	2	1	vii		Eb	V		vii		vii							m	0	0	5, 2, 6		5	5
72	70	0	0	2/4	2	1	V+		Eb	V		V+		V	+						+	0	0	1, 5, 9		1	1
72	70	1/4	1/4	2/4	2	1	iii		Eb	V		iii		iii							m	0	0	4, 1, 5		4	4
73	71	0	0	2/4	2	1	I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
75	73	0	0	2/4	2	1	I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
77	75	0	0	2/4	2	1	V(64)		Eb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
82	80	0	0	2/4	2	1	V7		Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
83	81	0	0	2/4	2	1	I\\		Eb	V		I		I						\\	M	0	0	0, 4, 1		0	0
83	81	1/4	1/4	2/4	2	1	I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
84	82	0	0	2/4	2	1	IV		Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
84	82	1/4	1/4	2/4	2	1	IV6	vi	Eb	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
85	83	0	0	2/4	2	1	I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
85	83	1/4	1/4	2/4	2	1	I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
86	84	0	0	2/4	2	1	IV		Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
86	84	1/4	1/4	2/4	2	1	IV6	vi	Eb	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
87	85	0	0	2/4	2	1	I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
87	85	1/4	1/4	2/4	2	1	#viio7/ii		Eb	V		#viio7/ii		#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
88	86	0	0	2/4	2	1	II		Eb	V		II		II							M	0	0	2, 6, 3		2	2
88	86	1/4	1/4	2/4	2	1	viio7		Eb	V		viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
89	87	0	0	2/4	2	1	I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
89	87	1/4	1/4	2/4	2	1	I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
90	88	0	0	2/4	2	1	ii65		Eb	V		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
90	88	1/4	1/4	2/4	2	1	V7		Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
91	89	0	0	2/4	2	1	I[I\\		Eb	V	I	I		I						\\	M	0	0	0, 4, 1		0	0
91	89	3/8	3/8	2/4	2	1	I		Eb	V	I	I		I							M	0	0	0, 4, 1		0	0
92	90	0	0	2/4	2	1	V2		Eb	V	I	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
93	91	0	0	2/4	2	1	I		Eb	V	I	I		I							M	0	0	0, 4, 1		0	0
94	92	0	0	2/4	2	1	V2		Eb	V	I	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
95	93	0	0	2/4	2	1	I		Eb	V	I	I		I							M	0	0	0, 4, 1		0	0
95	93	1/4	1/4	2/4	2	1	V2		Eb	V	I	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
96	94	0	0	2/4	2	1	I		Eb	V	I	I		I							M	0	0	0, 4, 1		0	0
96	94	1/4	1/4	2/4	2	1	V2		Eb	V	I	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
97	95	0	0	2/4	2	1	I.V7]\\		Eb	I	V	V7		V		7				\\	Mm7	0	0	1, 5, 2, -1		1	1
100	98	1/4	1/4	2/4	2	1	I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
101	99	0	0	2/4	2	1	I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
105	103	0	0	2/4	2	1	V43		Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
105	103	1/4	1/4	2/4	2	1	I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
106	104	0	0	2/4	2	1	V43		Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
106	104	1/4	1/4	2/4	2	1	I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
107	105	0	0	2/4	2	1	IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
107	105	1/4	1/4	2/4	2	1	ii6		Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
107	105	3/8	3/8	2/4	2	1	vii%7/V		Eb	I		vii%7/V		vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
108	106	0	0	2/4	2	1	V(64)		Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
108	106	1/8	1/8	2/4	2	1	V\\		Eb	I		V		V						\\	M	0	0	1, 5, 2		1	1
108	106	1/4	1/4	2/4	2	1	I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
109	107	0	0	2/4	2	1	I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
112	110	1/4	1/4	2/4	2	1	viio/IV		Eb	I		viio/IV		vii	o			IV			o	0	0	4, 1, -2		4	4
113	111	0	0	2/4	2	1	IV(9)		Eb	I		IV(9)		IV			9				M	0	0	-1, 3, 0	1	-1	-1
113	111	1/8	1/8	2/4	2	1	IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
113	111	1/4	1/4	2/4	2	1	V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
114	112	0	0	2/4	2	1	vi(4)		Eb	I		vi(4)		vi			4				m	0	0	3, 2, 4		3	3
114	112	1/8	1/8	2/4	2	1	vi		Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
114	112	1/4	1/4	2/4	2	1	#viio43/ii		Eb	I		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
115	113	0	0	2/4	2	1	ii6		Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
115	113	1/4	1/4	2/4	2	1	V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
116	114	0	0	2/4	2	1	I\\		Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
116	114	1/4	1/4	2/4	2	1	I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
117	115	0	0	2/4	2	1	vi.iio		Eb	vi		iio		ii	o						o	0	1	2, -1, -4		2	2
117	115	1/4	1/4	2/4	2	1	i		Eb	vi		i		i							m	0	1	0, -3, 1		0	0
118	116	0	0	2/4	2	1	V		Eb	vi		V		V							M	0	1	1, 5, 2		1	1
118	116	1/4	1/4	2/4	2	1	iv		Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
119	117	0	0	2/4	2	1	i6		Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
119	117	1/4	1/4	2/4	2	1	#viio6		Eb	vi		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
120	118	0	0	2/4	2	1	i		Eb	vi		i		i							m	0	1	0, -3, 1		0	0
120	118	1/4	1/4	2/4	2	1	iv		Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
121	119	0	0	2/4	2	1	i		Eb	vi		i		i							m	0	1	0, -3, 1		0	0
121	119	1/4	1/4	2/4	2	1	iv		Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
122	120	0	0	2/4	2	1	i		Eb	vi		i		i							m	0	1	0, -3, 1		0	0
122	120	1/4	1/4	2/4	2	1	i6		Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
123	121	0	0	2/4	2	1	i		Eb	vi		i		i							m	0	1	0, -3, 1		0	0
123	121	1/4	1/4	2/4	2	1	It6		Eb	vi		It6	It	vii	o	6	b3	V			It	0	1	-4, 0, 6		6	-4
124	122	0	0	2/4	2	1	V		Eb	vi		V		V							M	0	1	1, 5, 2		1	1
124	122	1/4	1/4	2/4	2	1	i6		Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
125	123	0	0	2/4	2	1	i		Eb	vi		i		i							m	0	1	0, -3, 1		0	0
125	123	1/4	1/4	2/4	2	1	It6		Eb	vi		It6	It	vii	o	6	b3	V			It	0	1	-4, 0, 6		6	-4
126	124	0	0	2/4	2	1	V		Eb	vi		V		V							M	0	1	1, 5, 2		1	1
128	126	0	0	2/4	2	1	v		Eb	vi		v		v							m	0	1	1, -2, 2		1	1
130	128	0	0	2/4	2	1	III		Eb	vi		III		III							M	0	1	-3, 1, -2		-3	-3
132	130	0	0	2/4	2	1	ii.#viio7		Eb	ii		#viio7		#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
134	132	0	0	2/4	2	1	i		Eb	ii		i		i							m	0	1	0, -3, 1		0	0
136	134	0	0	2/4	2	1	VI		Eb	ii		VI		VI							M	0	1	-4, 0, -3		-4	-4
138	136	0	0	2/4	2	1	I.viio7/V		Eb	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
140	138	0	0	2/4	2	1	V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
142	140	0	0	2/4	2	1	ii.viio7/V		Eb	ii		viio7/V		vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
144	142	0	0	2/4	2	1	V[V		Eb	ii	V	V		V							M	0	1	1, 5, 2		1	1
145	143	0	0	2/4	2	1	i6		Eb	ii	V	i6		i		6					m	0	1	-3, 1, 0		0	-3
146	144	0	0	2/4	2	1	V		Eb	ii	V	V		V							M	0	1	1, 5, 2		1	1
147	145	0	0	2/4	2	1	i6		Eb	ii	V	i6		i		6					m	0	1	-3, 1, 0		0	-3
148	146	0	0	2/4	2	1	V		Eb	ii	V	V		V							M	0	1	1, 5, 2		1	1
148	146	1/4	1/4	2/4	2	1	i6		Eb	ii	V	i6		i		6					m	0	1	-3, 1, 0		0	-3
149	147	0	0	2/4	2	1	V		Eb	ii	V	V		V							M	0	1	1, 5, 2		1	1
149	147	1/4	1/4	2/4	2	1	i6		Eb	ii	V	i6		i		6					m	0	1	-3, 1, 0		0	-3
150	148	0	0	2/4	2	1	V]\\		Eb	ii	V	V		V						\\	M	0	1	1, 5, 2		1	1
151	149	3/8	3/8	2/4	2	1	@none		Eb	ii		@none		@none							m	0	1				
155	153	0	0	2/4	2	1	IV.V[I		Eb	IV	V	I		I							M	0	0	0, 4, 1		0	0
156	154	1/4	1/4	2/4	2	1	V7		Eb	IV	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
157	155	0	0	2/4	2	1	I		Eb	IV	V	I		I							M	0	0	0, 4, 1		0	0
158	156	1/4	1/4	2/4	2	1	V7		Eb	IV	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
159	157	0	0	2/4	2	1	I		Eb	IV	V	I		I							M	0	0	0, 4, 1		0	0
160	158	1/4	1/4	2/4	2	1	V7		Eb	IV	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
161	159	0	0	2/4	2	1	I		Eb	IV	V	I		I							M	0	0	0, 4, 1		0	0
162	160	1/4	1/4	2/4	2	1	V7]\\		Eb	IV	V	V7		V		7				\\	Mm7	0	0	1, 5, 2, -1		1	1
163	161	0	0	2/4	2	1	I[I		Eb	IV	I	I		I							M	0	0	0, 4, 1		0	0
163	161	3/8	3/8	2/4	2	1	V		Eb	IV	I	V		V							M	0	0	1, 5, 2		1	1
164	162	0	0	2/4	2	1	I		Eb	IV	I	I		I							M	0	0	0, 4, 1		0	0
164	162	3/8	3/8	2/4	2	1	V		Eb	IV	I	V		V							M	0	0	1, 5, 2		1	1
165	163	0	0	2/4	2	1	I		Eb	IV	I	I		I							M	0	0	0, 4, 1		0	0
165	163	3/8	3/8	2/4	2	1	V		Eb	IV	I	V		V							M	0	0	1, 5, 2		1	1
166	164	0	0	2/4	2	1	I]		Eb	IV	I	I		I							M	0	0	0, 4, 1		0	0
166	164	1/4	1/4	2/4	2	1	v.V7		Eb	v		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
167	165	0	0	2/4	2	1	i[i		Eb	v	i	i		i							m	0	1	0, -3, 1		0	0
167	165	3/8	3/8	2/4	2	1	V		Eb	v	i	V		V							M	0	1	1, 5, 2		1	1
168	166	0	0	2/4	2	1	i		Eb	v	i	i		i							m	0	1	0, -3, 1		0	0
168	166	3/8	3/8	2/4	2	1	V		Eb	v	i	V		V							M	0	1	1, 5, 2		1	1
169	167	0	0	2/4	2	1	i		Eb	v	i	i		i							m	0	1	0, -3, 1		0	0
169	167	3/8	3/8	2/4	2	1	V		Eb	v	i	V		V							M	0	1	1, 5, 2		1	1
170	168	0	0	2/4	2	1	i]		Eb	v	i	i		i							m	0	1	0, -3, 1		0	0
170	168	1/4	1/4	2/4	2	1	vi.V7		Eb	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
171	169	0	0	2/4	2	1	i[i		Eb	vi	i	i		i							m	0	1	0, -3, 1		0	0
171	169	3/8	3/8	2/4	2	1	V		Eb	vi	i	V		V							M	0	1	1, 5, 2		1	1
172	170	0	0	2/4	2	1	i		Eb	vi	i	i		i							m	0	1	0, -3, 1		0	0
172	170	3/8	3/8	2/4	2	1	V		Eb	vi	i	V		V							M	0	1	1, 5, 2		1	1
173	171	0	0	2/4	2	1	i		Eb	vi	i	i		i							m	0	1	0, -3, 1		0	0
173	171	3/8	3/8	2/4	2	1	V		Eb	vi	i	V		V							M	0	1	1, 5, 2		1	1
174	172	0	0	2/4	2	1	i]		Eb	vi	i	i		i							m	0	1	0, -3, 1		0	0
174	172	3/8	3/8	2/4	2	1	v6		Eb	vi		v6		v		6					m	0	1	-2, 2, 1		1	-2
175	173	0	0	2/4	2	1	iv6		Eb	vi		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
175	173	1/4	1/4	2/4	2	1	III6		Eb	vi		III6		III		6					M	0	1	1, -2, -3		-3	1
176	174	0	0	2/4	2	1	iio6		Eb	vi		iio6		ii	o	6					o	0	1	-1, -4, 2		2	-1
176	174	1/4	1/4	2/4	2	1	i6		Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
177	175	0	0	2/4	2	1	#viio65		Eb	vi		#viio65		#vii	o	65					o7	0	1	2, -1, -4, 5		5	2
179	177	0	0	2/4	2	1	V7		Eb	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
181	179	0	0	2/4	2	1	i[i		Eb	vi	i	i		i							m	0	1	0, -3, 1		0	0
182	180	0	0	2/4	2	1	iv		Eb	vi	i	iv		iv							m	0	1	-1, -4, 0		-1	-1
183	181	0	0	2/4	2	1	i]		Eb	vi	i	i		i							m	0	1	0, -3, 1		0	0
185	183	0	0	2/4	2	1	iv6		Eb	vi		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
185	183	1/4	1/4	2/4	2	1	iv		Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
186	184	0	0	2/4	2	1	V(64)		Eb	vi		V(64)		V			64				M	0	1	1, 0, -3		1	1
186	184	1/4	1/4	2/4	2	1	V		Eb	vi		V		V							M	0	1	1, 5, 2		1	1
187	185	0	0	2/4	2	1	i[i		Eb	vi	i	i		i							m	0	1	0, -3, 1		0	0
188	186	0	0	2/4	2	1	iv		Eb	vi	i	iv		iv							m	0	1	-1, -4, 0		-1	-1
189	187	0	0	2/4	2	1	i]		Eb	vi	i	i		i							m	0	1	0, -3, 1		0	0
191	189	0	0	2/4	2	1	iv6		Eb	vi		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
191	189	1/4	1/4	2/4	2	1	iv		Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
192	190	0	0	2/4	2	1	V(64)		Eb	vi		V(64)		V			64				M	0	1	1, 0, -3		1	1
192	190	1/4	1/4	2/4	2	1	V7		Eb	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
193	191	0	0	2/4	2	1	i\\		Eb	vi		i		i						\\	m	0	1	0, -3, 1		0	0
193	191	1/16	1/16	2/4	2	1	i		Eb	vi		i		i							m	0	1	0, -3, 1		0	0
197	195	0	0	2/4	2	1	iv		Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
201	199	0	0	2/4	2	1	I.V7\\		Eb	I		V7		V		7				\\	Mm7	0	0	1, 5, 2, -1		1	1
